newsletter,wine_name,vendor_description,score,review,price,detail_link
July 2017 Newsletter,Bodegas Avancia Valdeorras Godello 2015,"This stuff is incredible! Parker's write-up makes quite a bold statement. Lovers of serious white wines, do not miss this one!","['92', '92']","(8/2016) ""The 2015 Godello (Green Label) is aged ten months sur lie in French demi-muids and puncheons, seeing no stainless steel. The wine is a completely different style, as the vines for this cuvée are dry-farmed Godello bush vines planted 1904-1910. This is the equivalent of a Premier Cru, possibly a Grand Cru Chablis, with terrific stony minerality (notions of wet pebbles) as well as a touch of tangerine oil, orange blossom and apple skin. Crisp, medium-bodied, beautifully textured and long, this is a stunner and worth the full retail price of $25.00. Drink it over the next several years.""",24.99,https://vinchicago.com/wines/Bodegas-Avancia-Valdeorras-Godello-2015-750-ML-detail
July 2017 Newsletter,"R. Lopez de Heredia ""Vina Cubillo"" Crianza Rioja 2008",,['92'],"""The first of the reds here is the 2008 Vina Cubillo Tinto Crianza from a cooler vintage that produced some austere and serious wines--a year with higher acidity and lively fruit. It feels effervescent and it makes you salivate. This is usually a blend of 70% Tempranillo, 20% Garnacha, 5% Graciano and 5% Mazuelo from 50-year-old vines that ferments in ancient oak vats, and ages in barrel for three years. This cuvee has increased its quality tremendously since the 1990s. These cooler years provide citric freshness, and a very fine texture and vibrant acidity. This is so easy to drink that it can be dangerous.This was the Rioja clarete fino--the everyday red. It's both elegant and powerful. Very good value, too. Drink Date 2016 - 2022.""",23.99,https://vinchicago.com/wines/R-Lopez-de-Heredia-Vina-Cubillo-Crianza-Rioja-2008-750-ML-detail
July 2017 Newsletter,"Sans Liege ""The Transcendentalist"" Santa Barbara County Red Blend MV","Wow! This powerful red blend offers up an insane amount of character and complexity. A combination of fruit from the outstanding 2012, 2013 and 2014 vintages, Wine Advocate calls it a ""smokin' value"" at $29. We're more than five bucks less!",[],"""The first of the reds here is the 2008 Vina Cubillo Tinto Crianza from a cooler vintage that produced some austere and serious wines--a year with higher acidity and lively fruit. It feels effervescent and it makes you salivate. This is usually a blend of 70% Tempranillo, 20% Garnacha, 5% Graciano and 5% Mazuelo from 50-year-old vines that ferments in ancient oak vats, and ages in barrel for three years. This cuvee has increased its quality tremendously since the 1990s. These cooler years provide citric freshness, and a very fine texture and vibrant acidity. This is so easy to drink that it can be dangerous.This was the Rioja clarete fino--the everyday red. It's both elegant and powerful. Very good value, too. Drink Date 2016 - 2022.""",Unlisted,https://vinchicago.com/wines/Sans-Liege-The-Transcendentalist-Santa-Barbara-County-Red-Blend-MV-750-ML-detail
July 2017 Newsletter,Tiberio Colline Pescaresi Pecorino 2015,"This bone dry white is packed with fruit and sizzling with electricity. Minerality, freshness and creamy texture... It must be tasted!","['92', '93']","(7/2016) ""Pale bright straw-green. High-pitched aromas of cantaloupe and hazelnut complement sage, rosemary and green fig. Bright and juicy in the mouth, with a strong impression of extract enlivening the flavors of orange zest, botanical herbs and fresh fruit salad. This is the best Pecorino wine ever made by Tiberio, and it's also the best, most varietally accurate Pecorino wine of the year.""",21.99,https://vinchicago.com/wines/Tiberio-Colline-Pescaresi-Pecorino-2015-750-ML-detail
July 2017 Newsletter,G. D. Vajra Langhe Nebbiolo 2014,"Holy Nebbiolo, Batman! This bottling from Vajra is the real deal. Galloni nails it with this gushing writeup...","['90', '90', '90']","(2/2017) ""The 2014 Langhe Nebbiolo is one of the hidden gems in this lineup. Frankly, it is better than many Barolos or Barbarescos. Sweet floral aromatics, bright red cherry fruit, mint, licorice and tobacco are some of the signatures, but it is the wine's overall balance that is most remarkable. Simply put, this is an outrageously beautiful wine for the money. In most vintages, the Langhe Nebbiolo is a combination of fruit from Vajra's estate in Sinio (more on that in a bit) plus declassified lots of the Barolos. In 2014, most of the fruit is from the Sinio property. If you ask old-timers (you have to go back 1-2 generations), grapes from Sinio were often used for the production of Barolo. The fruit sees a short fermentation in steel meant to emphasize freshness, but I have no doubt that if the Vajras wanted to, they could make a Barolo-level wine from this fruit. Instead, the Langhe Nebbiolo is a mini-Barolo that punches well above its weight.""",20.99,https://vinchicago.com/wines/G-D-Vajra-Langhe-Nebbiolo-2014-750-ML-detail
July 2017 Newsletter,Poseidon Estate Grown Napa Valley Chardonnay 2015,"From the family behind Obsidian Ridge comes this this full-flavored Chardonnay with an exceptional balance of fruit and oak, bright acidity and a beautiful, lingering finish.","['92', '92']","(10/28/2016) ""The great value in the group is the 2015 Chardonnay Estate of which there are 3,150 cases. It is a beauty. About 40% new oak is used and the wine is concentrated, offering up notes of white peach, honeysuckle, brioche and apple blossom. It is fresh, extroverted, medium to full-bodied with good acidity and purity. Drink it over the next 3-4 years.""",20.99,https://vinchicago.com/wines/Poseidon-Estate-Grown-Napa-Valley-Chardonnay-2015-750-ML-detail
July 2017 Newsletter,Chateau Siaurac Lalande-de-Pomerol Bordeaux 2010,"Wine Spectator suggested drinking through 2016, but this bargain-priced bottling from the extraordinary 2010 vintage is still going strong! Median online retail is $28. Our direct-from-Bordeaux price blows that away.",['90'],"(2013) ""Deliciously ripe dark plum and boysenberry fruit is carried by fine-grained, sandy tannins and backed by licorice snap and black tea. Direct, pure and tasty. Drink now through 2016.""",20.99,https://vinchicago.com/wines/Chateau-Siaurac-Lalande-de-Pomerol-Bordeaux-2010-750-ML-detail
July 2017 Newsletter,Luke Wahluke Slope Cabernet Sauvignon 2014,,['91'],"(7/2017) This Cabernet Sauvignon from Columbia Valley's Wahluke Slope AVA is about as complex and layered of a wine you will find for $20. The nose starts with black fruits (blackberry and black currant), some spice box, lots of vanilla and a touch of mocha. The palate is lush and unctuous with rich blackberry flavors. Finishes with a stony mineral character and velvet mouthfeel. Great Juice!",19.99,https://vinchicago.com/wines/Luke-Wahluke-Slope-Cabernet-Sauvignon-2014-750-ML-detail
July 2017 Newsletter,Salem Wine Company Eola-Amity Hills Pinot Noir 2014,,['91'],"(7/2017) Salem Wine Company is a new project headed up by Rajat Parr and Sashi Moorman, the minds behind Evening Land, Sandhi and Domaine de la Côte. Amazingly, the majority of the fruit for this bottling comes from the legendary, biodynamically farmed Seven Spring Vineyard! Aged in neutral barrels, the purity of the fruit is dazzling. Vibrant red and black cherries are dusted with baking spices, a dash of cherry cola and undercurrents of fresh mushrooms. This is a wonderful bottle of Pinot Noir. It perfectly encapsulates the best of Oregon through the lens of two true masters.",19.99,https://vinchicago.com/wines/Salem-Wine-Company-Eola-Amity-Hills-Pinot-Noir-2014-750-ML-detail
July 2017 Newsletter,"Locations  ""CA4"" NV",,['90'],"(10/2015) ""The least expensive wines in Dave Phinney's mine are his Locations portfolio. I tasted two of them. The NV Proprietary Red CA-4, which is a 15,000-case cuvée, all from 2014. It is a blend from diverse California areas, ranging from Napa, Sonoma and Mendocino to the Sierra Foothills, of Tempranillo, Barbera, Petite Sirah and Grenache. This is an outstanding wine, the kind of bistro/brasserie red that consumers will love. Opaque deep ruby/purple, it is loaded with intense wild berry fruit and a Zinfandel-like briariness, offering pepper, herbs, a touch of smoke and loads of black fruits and background oak. This is a big boy at 15.5% alcohol, but it's not the least hot - just savory, luscious and opulent. Drink it over the next 3-4 years.""",18.99,https://vinchicago.com/wines/Locations--CA4-NV-750-ML-detail
July 2017 Newsletter,Quivira Dry Creek Valley Zinfandel 2013,Big and juicy with soft tannins and wonderful balance.,"['91', '90']","(10/15/2016) ""Bold raspberry and toasty spice aromas combines with lively, jammy flavors of black cherry, smoky anise and dried sage. Drink now through 2027. 5,904 cases made.""",18.99,https://vinchicago.com/wines/Quivira-Dry-Creek-Valley-Zinfandel-2013-750-ML-detail
July 2017 Newsletter,"Bisol ""Crede"" Valdobiadene Brut Prosecco Superiore 2015",,['91'],"(11/2016) ""Pale straw. Crisp aromas and flavors of green apple, nectarine and jasmine have a noteworthy mineral edge. Finishes long and bright, with memorable focus and purity. Delightful Prosecco Brut; I have long believed Crede to be one of the best Brut Proseccos made by anyone. Interestingly it is not 100% Glera but mixes in a touch of Pinot Bianco and of Perera. Even though the vintage is not cleary indicated on the front label, this wine is made with grapes picked in the 2015 harvest.""",18.99,https://vinchicago.com/wines/Bisol-Crede-Valdobiadene-Brut-Prosecco-Superiore-2015-750-ML-detail
July 2017 Newsletter,Vincent Paris Selections Crozes-Hermitage 2015,,['90'],(7/2017) What an excellent Syrah! Black and purple fruit dominate on the nose. Blackberry and blueberry smother the palate along with hints of white pepper and other spice. There's a good tannic grip on the palate that gives way to the mouth-watering density of fruit. A lot of wine for under twenty bucks.,18.99,https://vinchicago.com/wines/Vincent-Paris-Selections-Crozes-Hermitage-2015-750-ML-detail
July 2017 Newsletter,"Astrolabe ""Province"" Marlborough Sauvignon Blanc 2016",,['92'],"(6/15/2017) ""Complex, with succulent peach, pear and melon flavors that mingle effortlessly with honeysuckle, spice and matcha green tea notes. Powerful and juicy. Drink now.""",17.99,https://vinchicago.com/wines/Astrolabe-Province-Marlborough-Sauvignon-Blanc-2016-750-ML-detail
July 2017 Newsletter,Rustenberg Stellenbosch Chardonnay 2015,This toasty beauty earns a solid 90 from our tasting panel and a whopping 95 from Decanter!,['95'],"(11/2016) ""An impressive Stellenbosch Chardonnay that wouldn't look out of place in Corton-Charlemagne with its complex leesy character. A mosaic of smoke and flint adds considerable interest to this charming wine. Plush aromas of buttery lemons, biscuits and honeydew melon translate well onto the palate. This wine combines power with restraint, richness with acidity, due in part to expertly handled oak. The intensity is palpable, and the flavour and aroma characteristics last a lifetime in the mouth.""",17.99,https://vinchicago.com/wines/Rustenberg-Stellenbosch-Chardonnay-2015-750-ML-detail
July 2017 Newsletter,Domaine des Cotes Blanches Sancerre 2016,,['91'],"(5/2017) Nicolas Millet has once again captured everything Sancerre has to offer and, thanks to his importer, done so at an unbelievably affordable price. This 100% Sauvignon Blanc is a pale silver straw color. Intense aromas of orange zest, kiwi, Fuji apple and guava, followed by hints of snap pea, limestone, white pepper and salty rocks. Raised in stainless steel tank, the wine spent a few months on its lees, resulting in a richness to the texture that nicely supports the brisk and zesty finish. Flat-out delicious!",16.99,https://vinchicago.com/wines/Domaine-des-Cotes-Blanches-Sancerre-2016-750-ML-detail
July 2017 Newsletter,Domaine de Fussiacus Macon-Fuisse 2015,,['90'],(7/2017) Great complexity for the price on this tasty white Burgundy. A nutty character on the nose leads to restrained fruit and floral notes on the palate. Extended skin contact during vinification gives this wine a major flavor boost.,16.99,https://vinchicago.com/wines/Domaine-de-Fussiacus-Macon-Fuisse-2015-750-ML-detail
